,Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
267,267,GP,M,17,U,LE3,T,4.0,3.0,health,other,course,mother,2.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,2.0,5.0,5.0,1.0,4.0,5.0,8,15,15,15
268,268,GP,M,17,R,LE3,A,4.0,4.0,teacher,other,course,mother,2.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,3.0,3.0,3.0,2.0,3.0,4.0,0,12,12,12
269,269,GP,M,16,U,LE3,T,4.0,3.0,teacher,other,course,mother,1.0,1.0,0.0,0,0.0,0,1,0,1,1.0,0.0,5.0,4.0,5.0,1.0,1.0,3.0,7,14,14,15
270,270,GP,M,16,U,GT3,T,4.0,4.0,NaN,services,course,mother,1.0,1.0,0.0,0,0.0,1,1,1,1,1.0,0.0,5.0,3.0,2.0,1.0,2.0,5.0,4,14,15,15
271,271,GP,F,17,U,GT3,NaN,4.0,4.0,teacher,services,course,mother,1.0,2.0,0.0,0,1.0,1,0,1,1,1.0,1.0,5.0,3.0,1.0,1.0,4.0,5.0,2,11,11,12
272,272,GP,M,17,R,GT3,T,1.0,1.0,other,other,home,father,NaN,3.0,0.0,0,0.0,0,0,0,1,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,2,13,14,15
273,273,GP,F,17,U,GT3,T,3.0,3.0,services,other,home,mother,2.0,3.0,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,2.0,2.0,2.0,3.0,5.0,10,11,11,11
274,274,GP,F,17,U,GT3,T,1.0,1.0,at_home,other,course,mother,1.0,2.0,0.0,1,0.0,0,0,0,1,0.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,10,10,9,10
275,275,GP,F,18,U,GT3,T,2.0,1.0,other,other,course,other,2.0,3.0,0.0,0,1.0,0,0,0,1,1.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,10,12,10,11
276,276,GP,M,16,U,GT3,T,2.0,1.0,other,other,course,mother,3.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,1.0,4.0,7,15,16,16
277,277,GP,F,17,U,GT3,T,1.0,1.0,other,services,course,father,1.0,2.0,0.0,0,1.0,0,0,1,1,0.0,0.0,4.0,3.0,4.0,1.0,2.0,5.0,4,11,10,11
278,278,GP,M,17,U,GT3,T,2.0,3.0,other,other,course,father,2.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,5.0,2.0,2.0,1.0,NaN,2.0,2,9,12,13
279,279,GP,M,22,U,GT3,T,3.0,1.0,services,services,other,mother,1.0,1.0,3.0,0,0.0,0,0,0,0,1.0,1.0,5.0,NaN,5.0,NaN,5.0,NaN,12,7,8,5
280,280,GP,M,18,R,LE3,T,3.0,3.0,other,services,course,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,3.0,3.0,1.0,3.0,5.0,8,10,9,10
281,281,GP,M,16,U,GT3,T,0.0,2.0,other,other,other,mother,1.0,1.0,0.0,0,0.0,0,0,0,1,1.0,0.0,4.0,3.0,2.0,2.0,4.0,5.0,0,11,12,11
282,282,GP,M,18,U,GT3,T,3.0,2.0,services,other,course,mother,2.0,1.0,0.0,0,0.0,0,0,1,0,1.0,0.0,4.0,4.0,5.0,2.0,4.0,5.0,8,7,8,7
283,283,GP,M,16,U,GT3,T,3.0,3.0,at_home,other,reputation,other,3.0,2.0,1.0,1,1.0,0,0,0,1,1.0,0.0,5.0,3.0,3.0,NaN,3.0,2.0,4,9,11,10
284,284,GP,M,18,U,GT3,T,2.0,1.0,services,services,other,mother,1.0,1.0,2.0,0,0.0,0,0,0,0,1.0,NaN,3.0,2.0,5.0,2.0,5.0,5.0,4,7,8,6
285,285,GP,M,16,R,GT3,T,2.0,1.0,other,other,course,mother,2.0,1.0,0.0,0,0.0,0,1,0,1,0.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2,14,13,12
286,286,GP,M,17,R,GT3,T,2.0,1.0,other,other,course,mother,1.0,1.0,0.0,0,0.0,0,0,0,1,1.0,0.0,4.0,4.0,2.0,2.0,4.0,5.0,0,12,12,13
287,287,GP,M,17,U,LE3,T,NaN,1.0,health,other,course,mother,2.0,1.0,1.0,0,1.0,0,1,1,1,1.0,0.0,4.0,4.0,4.0,NaN,2.0,5.0,0,9,10,10
288,288,GP,F,18,U,LE3,A,2.0,1.0,other,other,course,mother,1.0,2.0,0.0,0,1.0,0,0,0,1,1.0,1.0,4.0,3.0,4.0,1.0,3.0,5.0,2,12,12,13
289,289,GP,F,17,U,LE3,NaN,4.0,2.0,teacher,services,reputation,mother,1.0,4.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,2.0,3.0,1.0,1.0,4.0,2,14,15,17
290,290,GP,F,19,U,GT3,T,2.0,2.0,services,services,home,mother,NaN,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,1.0,5.0,0,10,10,11
291,291,GP,M,18,U,LE3,T,2.0,1.0,services,other,course,mother,3.0,2.0,1.0,0,0.0,0,1,0,0,1.0,0.0,4.0,4.0,5.0,4.0,4.0,5.0,4,11,10,11
292,292,GP,F,17,R,GT3,T,4.0,2.0,other,other,course,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,3.0,4.0,1.0,3.0,5.0,2,11,12,14
293,293,GP,F,18,U,LE3,T,NaN,1.0,other,at_home,home,mother,1.0,3.0,0.0,0,1.0,0,0,0,1,0.0,0.0,4.0,4.0,3.0,NaN,3.0,3.0,4,11,12,14
294,294,GP,F,18,R,GT3,T,2.0,2.0,other,NaN,home,mother,1.0,2.0,0.0,1,0.0,0,0,1,1,NaN,0.0,3.0,2.0,3.0,1.0,1.0,5.0,4,11,11,13
295,295,GP,M,19,U,LE3,A,4.0,3.0,services,at_home,reputation,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,1.0,1.0,NaN,1.0,4,11,13,14
296,296,GP,M,18,U,GT3,T,2.0,1.0,other,other,home,mother,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,0.0,5.0,2.0,4.0,1.0,2.0,4.0,2,16,16,16
297,297,GP,M,17,R,GT3,T,2.0,2.0,other,services,other,mother,2.0,1.0,0.0,0,0.0,0,0,0,0,0.0,0.0,5.0,2.0,2.0,1.0,1.0,4.0,0,9,10,10
298,298,GP,F,17,U,LE3,T,2.0,2.0,services,services,course,NaN,1.0,4.0,0.0,0,0.0,0,1,1,1,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2,10,11,12
299,299,GP,F,20,R,GT3,T,2.0,1.0,other,other,course,other,2.0,2.0,0.0,0,1.0,1,1,1,0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,8,10,12,12
300,300,GP,F,18,U,GT3,T,4.0,3.0,services,NaN,home,father,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2,15,15,15
301,301,GP,M,18,U,GT3,T,4.0,3.0,teacher,other,course,mother,1.0,2.0,0.0,0,1.0,0,0,0,1,1.0,0.0,4.0,3.0,2.0,1.0,1.0,3.0,2,10,10,11
302,302,GP,M,18,R,GT3,NaN,3.0,2.0,other,other,course,mother,1.0,3.0,0.0,0,0.0,0,1,0,1,0.0,0.0,5.0,3.0,2.0,1.0,1.0,3.0,2,10,11,12
303,303,GP,F,17,U,GT3,T,NaN,3.0,other,other,home,mother,1.0,3.0,0.0,0,0.0,0,1,0,1,0.0,0.0,3.0,2.0,3.0,1.0,1.0,4.0,2,15,12,13
304,304,GP,F,18,U,GT3,T,2.0,2.0,at_home,services,home,mother,1.0,3.0,0.0,0,NaN,0,1,1,1,1.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,0,11,12,13
305,305,GP,M,17,U,GT3,T,2.0,2.0,other,other,home,father,2.0,1.0,0.0,0,0.0,0,0,1,0,1.0,0.0,4.0,4.0,4.0,2.0,3.0,4.0,8,8,8,9
306,306,GP,M,18,R,LE3,A,3.0,4.0,other,other,reputation,mother,2.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,2.0,5.0,3.0,4.0,1.0,6,15,16,16
307,307,GP,M,17,U,GT3,T,3.0,1.0,services,other,other,mother,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,5.0,4.0,4.0,3.0,4.0,5.0,0,11,11,14
308,308,GP,F,18,R,GT3,T,4.0,4.0,teacher,other,reputation,mother,2.0,2.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,3.0,4.0,2.0,2.0,4.0,8,10,11,12
309,309,GP,M,18,U,GT3,T,4.0,2.0,health,other,reputation,father,1.0,2.0,NaN,0,1.0,0,1,1,1,1.0,1.0,5.0,4.0,5.0,1.0,3.0,5.0,4,10,12,14
310,310,GP,F,18,R,GT3,T,2.0,1.0,other,other,reputation,mother,2.0,2.0,0.0,0,1.0,0,0,1,0,1.0,1.0,4.0,3.0,5.0,1.0,2.0,3.0,12,8,9,10
311,311,GP,F,19,U,GT3,T,3.0,3.0,other,services,home,other,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,3.0,5.0,3.0,3.0,5.0,16,11,12,12
312,312,GP,F,18,U,GT3,T,2.0,3.0,other,services,reputation,NaN,1.0,4.0,0.0,0,NaN,0,1,1,1,1.0,1.0,4.0,5.0,5.0,1.0,3.0,2.0,10,16,16,16
313,313,GP,F,18,U,LE3,NaN,1.0,1.0,other,other,home,mother,2.0,2.0,0.0,0,1.0,0,0,0,1,0.0,0.0,4.0,4.0,3.0,1.0,1.0,3.0,2,13,13,13
314,314,GP,M,17,R,GT3,T,1.0,2.0,at_home,NaN,home,mother,1.0,2.0,0.0,0,1.0,0,1,0,1,0.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,2,16,17,18
315,315,GP,F,18,U,GT3,T,2.0,1.0,NaN,other,home,mother,1.0,NaN,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,8,14,14,15
316,316,GP,F,17,U,GT3,T,2.0,4.0,at_home,health,reputation,mother,2.0,2.0,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,6,15,16,16
317,317,GP,F,17,U,LE3,T,2.0,2.0,services,other,course,mother,2.0,2.0,0.0,1,1.0,0,0,1,1,NaN,1.0,4.0,4.0,4.0,2.0,3.0,5.0,6,12,12,12
318,318,GP,F,18,R,GT3,A,3.0,2.0,other,services,home,mother,2.0,2.0,0.0,0,0.0,0,0,0,0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,15,12,9,10
319,319,GP,M,18,U,GT3,T,4.0,4.0,teacher,services,home,mother,2.0,1.0,0.0,0,0.0,0,1,1,1,1.0,NaN,3.0,2.0,4.0,1.0,4.0,3.0,6,11,12,12
320,320,GP,F,18,U,GT3,T,4.0,4.0,health,health,reputation,father,1.0,2.0,1.0,1,1.0,0,1,1,1,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,2,14,12,13
321,321,GP,F,17,U,GT3,T,2.0,2.0,other,services,reputation,father,3.0,NaN,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,8,13,15,15
322,322,GP,F,19,R,GT3,T,3.0,2.0,services,services,reputation,father,1.0,2.0,1.0,1,1.0,0,0,1,0,1.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,0,9,8,10
323,323,GP,M,18,U,LE3,T,4.0,3.0,teacher,services,course,mother,2.0,1.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,2.0,3.0,1.0,2.0,1.0,0,10,10,10
324,324,GP,M,18,U,GT3,T,1.0,2.0,at_home,other,home,other,2.0,1.0,0.0,0,0.0,0,0,0,0,1.0,0.0,3.0,4.0,4.0,2.0,4.0,4.0,10,10,10,11
325,325,GP,M,17,U,LE3,A,4.0,1.0,services,other,home,mother,2.0,1.0,0.0,0,0.0,0,1,1,1,1.0,1.0,4.0,5.0,4.0,2.0,4.0,5.0,22,11,11,10
326,326,GP,M,17,U,LE3,A,3.0,2.0,teacher,services,home,mother,1.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,NaN,4.0,4.0,3.0,4.0,3.0,18,13,13,13
327,327,GP,F,18,R,LE3,T,1.0,1.0,at_home,other,reputation,mother,2.0,4.0,0.0,0,1.0,0,1,1,1,0.0,0.0,5.0,2.0,2.0,1.0,1.0,3.0,2,17,17,18
328,328,GP,F,18,U,GT3,T,NaN,1.0,other,other,home,mother,2.0,2.0,0.0,1,0.0,0,1,1,1,1.0,0.0,5.0,4.0,4.0,1.0,1.0,4.0,0,12,13,13
329,329,GP,F,17,U,GT3,T,2.0,2.0,other,other,course,mother,1.0,2.0,0.0,0,1.0,0,0,0,1,1.0,0.0,5.0,4.0,5.0,1.0,2.0,5.0,12,12,12,14
330,330,GP,F,18,U,GT3,T,2.0,1.0,other,other,reputation,mother,2.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,10,12,13,14
331,331,GP,M,17,U,GT3,T,1.0,1.0,other,other,reputation,father,1.0,2.0,0.0,0,0.0,0,0,0,1,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,0,12,12,12
332,332,GP,F,18,U,GT3,NaN,2.0,2.0,at_home,at_home,other,mother,1.0,3.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,2.0,2.0,0,18,18,18
333,333,GP,F,17,U,GT3,T,1.0,1.0,services,teacher,reputation,NaN,1.0,3.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,1.0,3.0,0,13,13,14
334,334,GP,M,18,U,GT3,T,2.0,1.0,services,services,reputation,mother,1.0,3.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,2.0,4.0,1.0,3.0,2.0,0,14,15,15
335,335,GP,M,18,U,LE3,A,4.0,4.0,teacher,teacher,reputation,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,4.0,3.0,1.0,1.0,2.0,0,17,17,17
336,336,GP,M,18,U,GT3,T,4.0,2.0,teacher,other,home,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,1.0,4.0,3.0,2.0,1.0,4.0,5.0,2,15,16,16
337,337,GP,F,17,U,GT3,T,4.0,3.0,health,services,reputation,mother,1.0,3.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,2.0,2.0,1.0,2.0,3.0,0,17,18,18
338,338,GP,F,17,R,LE3,T,3.0,1.0,services,other,reputation,mother,2.0,NaN,NaN,0,1.0,0,0,1,1,0.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,0,18,19,19
339,339,GP,M,18,R,LE3,T,3.0,2.0,services,other,reputation,mother,2.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,4.0,2.0,1.0,1.0,4.0,0,14,15,15
340,340,GP,M,17,U,GT3,T,3.0,3.0,health,other,home,mother,1.0,1.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,4.0,3.0,1.0,3.0,5.0,0,14,15,15
341,341,GP,F,19,U,GT3,T,4.0,4.0,health,other,reputation,other,2.0,2.0,0.0,0,1.0,0,1,1,1,1.0,NaN,2.0,3.0,4.0,2.0,3.0,2.0,2,14,13,13
342,342,GP,F,18,U,LE3,T,4.0,3.0,other,NaN,home,other,2.0,2.0,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,4.0,5.0,1.0,2.0,2.0,0,13,14,14
343,343,GP,F,18,U,GT3,T,4.0,3.0,other,other,reputation,father,1.0,4.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,1.0,3.0,0,16,17,17
344,344,GP,M,18,U,LE3,T,4.0,4.0,teacher,teacher,home,mother,1.0,1.0,0.0,0,1.0,0,0,1,1,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,0,18,18,17
345,345,GP,F,18,U,LE3,A,4.0,4.0,health,other,home,mother,1.0,2.0,0.0,0,1.0,1,0,1,1,1.0,NaN,4.0,2.0,4.0,1.0,1.0,4.0,0,14,15,15
346,346,GP,M,17,U,LE3,T,4.0,4.0,other,teacher,home,father,2.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,4.0,1.0,1.0,2.0,2.0,5.0,0,12,13,13
347,347,GP,F,17,R,GT3,T,4.0,4.0,services,services,reputation,mother,2.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,3.0,4.0,1.0,NaN,NaN,0,7,7,8
348,348,GP,F,17,U,GT3,T,4.0,2.0,other,other,reputation,mother,2.0,3.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,1.0,3.0,0,16,16,16
349,349,GP,F,17,U,GT3,T,3.0,2.0,health,health,reputation,father,1.0,4.0,0.0,0,1.0,0,1,0,1,1.0,0.0,5.0,2.0,2.0,1.0,NaN,5.0,0,18,18,18
350,350,GP,M,19,R,NaN,T,2.0,1.0,at_home,services,course,mother,2.0,3.0,1.0,0,0.0,0,1,1,1,1.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,0,9,10,11
351,351,GP,M,20,U,GT3,A,3.0,NaN,services,other,course,other,1.0,1.0,2.0,0,0.0,0,1,1,1,0.0,0.0,5.0,5.0,3.0,1.0,1.0,5.0,0,14,15,15
352,352,GP,M,19,R,GT3,T,3.0,3.0,other,services,reputation,father,1.0,2.0,0.0,0,NaN,0,1,1,1,0.0,1.0,4.0,5.0,3.0,1.0,2.0,5.0,0,10,10,11
353,353,GP,F,18,U,GT3,T,1.0,4.0,other,teacher,home,mother,1.0,2.0,NaN,1,1.0,0,0,0,1,0.0,1.0,3.0,4.0,4.0,1.0,2.0,5.0,2,10,10,11
354,354,GP,F,18,U,GT3,T,2.0,1.0,services,other,course,mother,2.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,3.0,3.0,1.0,2.0,1.0,2,12,12,15
355,355,GP,F,17,U,GT3,T,2.0,3.0,other,other,course,father,2.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2,11,12,14
356,356,GP,F,17,R,GT3,T,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,4.0,4.0,1.0,1.0,5.0,2,15,16,17
357,357,GP,F,18,U,GT3,T,4.0,3.0,other,other,NaN,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,1.0,4.0,3.0,4.0,1.0,1.0,5.0,2,14,15,17
358,358,GP,F,18,U,LE3,T,4.0,3.0,health,services,course,mother,2.0,1.0,0.0,0,1.0,0,0,1,1,1.0,0.0,3.0,2.0,4.0,1.0,4.0,1.0,8,12,12,15
359,359,GP,F,17,R,GT3,T,3.0,4.0,at_home,services,course,father,1.0,3.0,0.0,0,1.0,0,1,0,1,1.0,0.0,4.0,3.0,4.0,2.0,NaN,5.0,2,15,15,17
360,360,GP,F,18,U,GT3,T,3.0,3.0,at_home,other,course,father,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,1.0,4.0,1.0,1.0,3.0,8,11,12,14
361,361,GP,M,19,U,GT3,T,4.0,2.0,health,other,NaN,mother,2.0,2.0,0.0,0,1.0,0,1,1,1,1.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,9,11,10,10
362,362,GP,F,18,U,GT3,T,4.0,4.0,teacher,other,course,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,4.0,4.0,3.0,3.0,5.0,0,12,11,13
363,363,GP,F,18,U,GT3,T,3.0,4.0,other,other,course,mother,1.0,1.0,0.0,0,1.0,0,1,1,1,1.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,4,11,12,14
364,364,GP,F,17,U,GT3,T,4.0,4.0,health,health,course,mother,1.0,1.0,0.0,0,0.0,0,1,1,1,1.0,0.0,5.0,3.0,4.0,1.0,2.0,5.0,2,14,15,17
365,365,GP,F,17,U,GT3,A,4.0,3.0,services,services,course,mother,1.0,2.0,NaN,0,1.0,0,0,1,1,1.0,1.0,5.0,2.0,NaN,1.0,2.0,5.0,14,15,14,17
366,366,GP,F,17,U,LE3,A,3.0,3.0,services,other,home,mother,1.0,2.0,0.0,1,1.0,0,0,1,1,1.0,0.0,5.0,3.0,3.0,1.0,1.0,5.0,0,12,12,13
367,367,GP,F,17,U,LE3,T,2.0,1.0,other,other,home,father,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,2.0,3.0,2.0,2.0,2.0,2,11,12,14
368,368,GP,M,18,U,LE3,T,4.0,4.0,other,other,reputation,father,1.0,1.0,0.0,0,NaN,0,0,1,1,1.0,0.0,4.0,2.0,5.0,3.0,4.0,5.0,2,8,9,11
369,369,GP,F,19,U,GT3,T,1.0,1.0,other,other,course,other,3.0,3.0,0.0,0,0.0,0,1,1,0,0.0,1.0,1.0,5.0,5.0,4.0,3.0,5.0,12,10,10,11
370,370,GP,F,19,U,LE3,A,1.0,1.0,other,other,course,other,3.0,2.0,2.0,0,1.0,0,0,0,1,1.0,1.0,5.0,3.0,4.0,1.0,1.0,4.0,2,8,8,9
371,371,GP,F,18,U,NaN,T,2.0,2.0,other,other,NaN,mother,1.0,1.0,NaN,0,1.0,0,1,1,1,1.0,NaN,4.0,3.0,5.0,2.0,4.0,5.0,2,10,10,10
372,372,GP,F,17,U,GT3,T,2.0,2.0,other,other,course,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,0.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,4,14,13,13
373,373,GP,F,17,R,LE3,T,2.0,2.0,services,services,course,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,3.0,3.0,2.0,NaN,2.0,3.0,0,11,11,10
374,374,GP,F,17,U,GT3,T,3.0,1.0,services,services,course,father,1.0,3.0,0.0,0,1.0,0,0,0,1,1.0,0.0,3.0,4.0,3.0,2.0,3.0,5.0,0,17,18,17
375,375,GP,F,17,U,LE3,T,0.0,2.0,at_home,at_home,home,father,2.0,3.0,0.0,0,0.0,0,0,1,1,1.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,0,14,14,15
376,376,GP,F,18,U,GT3,T,1.0,1.0,other,other,home,mother,2.0,3.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,5.0,5.0,1.0,2.0,2.0,0,14,14,14
377,377,GP,M,18,U,GT3,T,4.0,4.0,other,other,course,mother,1.0,3.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,3.0,3.0,2.0,2.0,3.0,0,13,14,13
378,378,GP,M,17,U,GT3,T,3.0,3.0,other,services,reputation,mother,1.0,1.0,0.0,0,0.0,0,1,0,1,1.0,0.0,4.0,3.0,5.0,3.0,5.0,5.0,0,17,18,17
379,379,GP,M,17,R,NaN,T,2.0,2.0,services,other,course,mother,4.0,1.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,4.0,5.0,NaN,5.0,4.0,2,11,10,10
380,380,GP,F,17,U,GT3,T,4.0,4.0,teacher,services,course,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,4.0,4.0,1.0,3.0,4.0,0,13,12,13
381,381,GP,F,17,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,2.0,3.0,0.0,0,1.0,0,0,0,1,1.0,1.0,4.0,3.0,3.0,1.0,2.0,4.0,4,15,14,15
382,382,GP,F,17,U,GT3,T,3.0,3.0,at_home,other,NaN,mother,1.0,1.0,0.0,0,1.0,1,1,1,1,1.0,0.0,4.0,2.0,5.0,2.0,5.0,5.0,2,11,12,11
383,383,GP,M,18,U,LE3,T,2.0,2.0,other,other,course,mother,1.0,4.0,0.0,0,1.0,1,1,1,1,1.0,0.0,4.0,5.0,5.0,2.0,4.0,5.0,0,11,11,12
384,384,GP,M,19,R,GT3,T,3.0,2.0,at_home,services,home,other,1.0,1.0,0.0,0,1.0,0,0,0,1,0.0,1.0,5.0,3.0,4.0,2.0,2.0,5.0,0,11,10,10
385,385,GP,F,18,U,GT3,T,2.0,2.0,at_home,NaN,course,mother,4.0,2.0,0.0,0,0.0,0,1,1,1,0.0,1.0,4.0,2.0,5.0,1.0,1.0,2.0,2,10,9,10
386,386,GP,F,17,R,GT3,T,2.0,4.0,at_home,other,course,father,1.0,3.0,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,4.0,3.0,1.0,1.0,5.0,0,15,15,15
387,387,GP,M,18,U,GT3,T,2.0,2.0,other,other,reputation,mother,1.0,1.0,0.0,0,0.0,0,0,0,1,1.0,0.0,5.0,4.0,2.0,1.0,2.0,5.0,6,15,14,15
388,388,GP,F,18,U,GT3,T,3.0,3.0,services,services,home,mother,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,0.0,5.0,3.0,4.0,1.0,1.0,NaN,8,10,11,12
389,389,GP,F,18,U,LE3,T,2.0,2.0,other,other,home,other,1.0,2.0,0.0,0,0.0,0,1,0,1,1.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,0,10,9,12
390,390,GP,F,18,R,GT3,T,2.0,2.0,at_home,other,course,mother,2.0,4.0,0.0,0,0.0,0,1,1,1,0.0,0.0,4.0,4.0,4.0,1.0,1.0,4.0,6,14,13,14
391,391,GP,F,17,U,GT3,T,3.0,4.0,services,other,course,mother,1.0,3.0,0.0,0,0.0,0,0,1,1,1.0,0.0,NaN,4.0,5.0,1.0,3.0,5.0,8,11,13,14
392,392,GP,F,17,U,GT3,T,3.0,2.0,other,other,home,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,0,12,13,15
393,393,GP,F,18,U,LE3,T,3.0,3.0,services,services,home,mother,1.0,4.0,0.0,0,1.0,0,0,1,1,1.0,0.0,5.0,3.0,3.0,1.0,1.0,1.0,4,14,14,15
394,394,GP,F,17,R,GT3,A,3.0,2.0,other,other,home,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,2.0,3.0,2.0,0,14,14,16
395,395,GP,M,18,U,GT3,T,4.0,4.0,teacher,services,home,father,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,3.0,3.0,2.0,2.0,2.0,0,12,12,13
396,396,GP,M,18,U,LE3,T,3.0,4.0,services,other,home,mother,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,4.0,3.0,3.0,NaN,3.0,5.0,6,16,16,17
397,397,GP,F,17,U,GT3,NaN,2.0,2.0,at_home,at_home,home,father,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,18,10,12,14
398,398,GP,F,18,U,GT3,T,2.0,3.0,at_home,other,course,mother,1.0,3.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,2.0,3.0,0,11,12,14
399,399,GP,F,18,U,GT3,T,3.0,2.0,other,services,other,mother,1.0,3.0,0.0,0,0.0,0,0,1,1,1.0,NaN,5.0,4.0,3.0,2.0,3.0,1.0,4,14,16,17
400,400,GP,M,18,R,GT3,T,4.0,3.0,teacher,services,course,mother,1.0,3.0,0.0,0,0.0,0,0,1,1,1.0,1.0,5.0,3.0,2.0,1.0,2.0,4.0,4,15,14,17
